id_cliente,nome_cliente,sobrenome_cliente,data_nascimento,sexo,email_cliente,aceita_receber_newsletter,celular_cliente,whatsapp,aceita_receber_mensagens,fixo_cliente,logradouro,numero,bairro,cep,estado,ticket_medio,produtos_saudaveis_percentual
536,Carmelita,Tooth,1986-09-05 06:13:22.143596,Feminino,ctoothev@gmail.com,Não,968-681-6095,Não,Sim,953-414-6113,Sommers,9,Copacabana,220006-000,RJ,64.91,77.47
537,Hanan,Delafont,1984-05-18 06:13:22.143596,Outros,hdelafontew@gmail.com,Sim,238-411-4713,Sim,Sim,793-801-0105,Fairfield,6,Copacabana,220008-000,RJ,301.16,49.46
538,Mariana,Helling,1992-06-04 06:13:22.143596,Feminino,mhellingex@hotmail.com,Não,404-862-2766,Não,Não,306-442-8037,School,98,Barra da Tijuca,226001-000,RJ,187.23,99.5
539,Hallsy,Dawltrey,1965-04-05 06:13:22.143596,Masculino,hdawltreyey@gmail.com,Sim,691-284-8682,Não,Sim,744-858-9353,Stone Corner,19,Copacabana,220009-000,RJ,213.7,85.34
540,Onfroi,Parradine,1971-10-08 06:13:22.143596,Masculino,oparradineez@gmail.com,Sim,941-839-4351,Sim,Não,858-739-2818,Forest Run,10,Copacabana,220009-000,RJ,359.46,38.34
541,Alric,Giff,1988-08-22 06:13:22.143596,Masculino,agifff0@hotmail.com,Sim,759-153-5955,Sim,Não,330-256-5224,Messerschmidt,3659,Tijuca,205003-000,RJ,65.79,30.27
542,Rosy,Antonognoli,1982-06-27 06:13:22.143596,Feminino,rantonognolif1@gmail.com,Sim,389-783-7838,Não,Não,675-555-4410,Hazelcrest,8,Copacabana,220001-000,RJ,366.86,3.42
543,Evangeline,Stilgo,1972-07-28 06:13:22.143596,Feminino,estilgof2@gmail.com,Sim,490-915-8650,Não,Sim,181-111-7319,Maple Wood,33,Tijuca,205002-000,RJ,306.78,51.9
544,Brose,Guyet,1969-10-13 06:13:22.143596,Masculino,bguyetf3@hotmail.com,Sim,665-230-9803,Não,Sim,123-101-1996,Randy,297,Tijuca,205006-000,RJ,351.23,38.21
545,Molli,Fitzsymonds,1970-10-18 06:13:22.143596,Feminino,mfitzsymondsf4@gmail.com,Sim,459-492-0330,Sim,Sim,239-232-4579,Anzinger,441,Barra da Tijuca,226005-000,RJ,497.82,62.85
546,Rosemary,Stockau,2005-12-19 06:13:22.143596,Feminino,rstockauf5@hotmail.com,Não,570-311-1261,Sim,Sim,386-570-4865,Manufacturers,4,Copacabana,220001-000,RJ,349.33,12.06
547,Heddi,Garnsey,1966-02-15 06:13:22.143596,Outros,hgarnseyf6@hotmail.com,Não,154-170-2909,Não,Sim,574-732-7349,Kedzie,85,Copacabana,220006-000,RJ,147.4,65.43
548,Nonna,Woolfenden,1961-05-13 06:13:22.143596,Feminino,nwoolfendenf7@gmail.com,Não,990-329-8650,Sim,Não,127-487-3724,Comanche,766,Copacabana,220002-000,RJ,321.81,9.92
549,Flory,Buddington,1965-05-13 06:13:22.143596,Masculino,fbuddingtonf8@gmail.com,Sim,281-363-0616,Não,Não,815-648-9082,Transport,22200,Copacabana,220009-000,RJ,110.27,65.31
550,Lesley,Trowsdale,2003-01-29 06:13:22.143596,Masculino,ltrowsdalef9@hotmail.com,Não,750-183-0312,Não,Não,120-189-2411,Caliangt,8,Tijuca,205008-000,RJ,376.44,14.72
551,Helsa,Llorente,1969-08-19 06:13:22.143596,Feminino,hllorentefa@gmail.com,Sim,510-218-9166,Sim,Sim,905-104-1661,Prairie Rose,6,Barra da Tijuca,226003-000,RJ,308.98,4.05
552,Liza,Akehurst,2006-09-04 06:13:22.143596,Feminino,lakehurstfb@gmail.com,Sim,805-657-5837,Sim,Não,961-911-9485,Transport,80,Tijuca,205009-000,RJ,182.97,24.26
553,Star,Lanegran,2001-10-14 06:13:22.143596,Feminino,slanegranfc@gmail.com,Sim,211-881-5078,Não,Sim,893-467-3713,Blaine,653,Copacabana,220004-000,RJ,120.11,75.66
554,Dinah,Ransbury,1966-09-09 06:13:22.143596,Feminino,dransburyfd@gmail.com,Sim,214-347-7792,Não,Não,289-582-8316,Eastwood,126,Barra da Tijuca,226007-000,RJ,229.97,77.81
555,Rinaldo,Ovitz,1976-07-14 06:13:22.143596,Masculino,rovitzfe@gmail.com,Sim,233-101-2536,Não,Sim,923-614-2210,Dexter,43949,Barra da Tijuca,226009-000,RJ,164.73,72.03
556,Jany,Vella,1961-09-06 06:13:22.143596,Feminino,jvellaff@gmail.com,Sim,786-711-3147,Não,Não,726-544-5310,Cascade,28543,Barra da Tijuca,226004-000,RJ,431.35,24.18
557,Laughton,Goldring,2004-12-12 06:13:22.143596,Masculino,lgoldringfg@hotmail.com,Não,649-207-0321,Sim,Sim,837-240-5949,Goodland,364,Tijuca,205005-000,RJ,216.68,91.26
558,Chicky,Tissell,1978-04-02 06:13:22.143596,Masculino,ctissellfh@hotmail.com,Não,559-735-6253,Sim,Não,381-875-3593,Elmside,18396,Barra da Tijuca,226008-000,RJ,178.63,70.9
559,Basilio,Adrienne,1989-08-09 06:13:22.143596,Masculino,badriennefi@hotmail.com,Sim,153-157-0000,Não,Sim,732-691-9186,Magdeline,85005,Tijuca,205005-000,RJ,66.92,13.83
560,Gradey,Knibb,1980-02-14 06:13:22.143596,Masculino,gknibbfj@gmail.com,Sim,428-853-9902,Não,Não,493-614-5231,Dennis,4,Tijuca,205008-000,RJ,398.13,15.51
561,Conroy,O'Keeffe,1985-07-26 06:13:22.143596,Masculino,cokeeffefk@gmail.com,Sim,453-306-6821,Não,Sim,633-863-9997,Dahle,267,Barra da Tijuca,226002-000,RJ,272.98,37.32
562,Bjorn,Pendry,2006-07-18 06:13:22.143596,Masculino,bpendryfl@hotmail.com,Não,681-800-0966,Não,Não,585-744-3834,Oak Valley,8,Copacabana,220003-000,RJ,333.84,75.6
563,Rollie,Effnert,1971-03-23 06:13:22.143596,Masculino,reffnertfm@hotmail.com,Sim,805-423-4938,Sim,Sim,891-286-9872,Forest Dale,98,Tijuca,205004-000,RJ,163.38,48.45
564,Tommy,Danelut,1991-04-08 06:13:22.143596,Feminino,tdanelutfn@hotmail.com,Não,936-857-4082,Não,Sim,115-102-0058,Hermina,604,Barra da Tijuca,226005-000,RJ,66.54,94.64
565,Freddie,Bumpus,1978-07-16 06:13:22.143596,Feminino,fbumpusfo@hotmail.com,Sim,690-440-0933,Não,Sim,437-553-8567,Sutteridge,14393,Copacabana,220002-000,RJ,196.71,67.71
566,Jolene,Gotliffe,1984-08-17 06:13:22.143596,Feminino,jgotliffefp@hotmail.com,Não,734-236-5837,Sim,Não,392-936-9487,Tennessee,84,Copacabana,220008-000,RJ,434.87,72.54
567,Tiertza,Hilhouse,1965-05-22 06:13:22.143596,Feminino,thilhousefq@hotmail.com,Não,880-466-5909,Não,Sim,191-331-1098,Esker,944,Barra da Tijuca,226008-000,RJ,123.86,70.48
568,Rudolf,Bentje,1974-08-19 06:13:22.143596,Masculino,rbentjefr@hotmail.com,Não,521-255-7854,Sim,Sim,400-279-1469,La Follette,174,Tijuca,205003-000,RJ,106.64,27.05
569,Harrie,Whissell,1983-06-05 06:13:22.143596,Feminino,hwhissellfs@hotmail.com,Sim,624-966-2908,Não,Sim,277-923-9434,Dexter,21,Tijuca,205006-000,RJ,424.28,37.96
570,Konstantin,Denslow,1994-10-11 06:13:22.143596,Masculino,kdenslowft@gmail.com,Não,769-121-4707,Não,Não,103-322-1405,Anderson,852,Tijuca,205003-000,RJ,123.14,72.89
571,Lotty,Lumsdale,2000-03-04 06:13:22.143596,Feminino,llumsdalefu@gmail.com,Sim,243-856-1991,Não,Sim,797-428-0523,Trailsway,8862,Barra da Tijuca,226005-000,RJ,83.37,82.77
572,Ricki,Welch,1994-06-16 06:13:22.143596,Outros,rwelchfv@gmail.com,Não,796-182-7229,Não,Sim,451-485-8464,Packers,250,Tijuca,205006-000,RJ,75.18,60.58
573,Liam,Records,1962-01-10 06:13:22.143596,Masculino,lrecordsfw@gmail.com,Não,721-491-8492,Não,Sim,969-927-0137,Vahlen,5217,Barra da Tijuca,226002-000,RJ,243.29,81.46
574,Paxon,Signori,2001-11-01 06:13:22.143596,Masculino,psignorifx@hotmail.com,Não,528-335-8009,Sim,Não,606-903-7587,Arrowood,24,Copacabana,220002-000,RJ,174.15,85.79
575,Darin,Hamilton,1974-05-24 06:13:22.143596,Outros,dhamiltonfy@gmail.com,Não,877-867-3370,Não,Sim,990-927-2443,Eagan,257,Tijuca,205002-000,RJ,380.38,55.33
576,Sol,McCorley,1985-08-01 06:13:22.143596,Masculino,smccorleyfz@hotmail.com,Sim,932-187-7498,Não,Não,392-250-6647,Lerdahl,27187,Copacabana,220004-000,RJ,264.89,16.07
577,Korney,Sarten,2004-12-23 06:13:22.143596,Feminino,ksarteng0@gmail.com,Não,997-188-0976,Não,Sim,184-221-6414,Anniversary,29975,Copacabana,220005-000,RJ,115.39,76.76
578,Michaeline,Swaine,1992-06-08 06:13:22.143596,Outros,mswaineg1@gmail.com,Sim,769-614-7431,Sim,Não,820-704-4080,Anderson,93,Copacabana,220009-000,RJ,454.15,88.85
579,Cherida,Briant,1967-04-14 06:13:22.143596,Outros,cbriantg2@gmail.com,Não,644-725-0600,Sim,Não,245-508-5031,Oxford,50,Tijuca,205005-000,RJ,191.7,27.8
580,Inness,Gibbens,2000-11-06 06:13:22.143596,Masculino,igibbensg3@gmail.com,Não,742-526-6308,Não,Não,161-142-6545,Meadow Ridge,225,Tijuca,205004-000,RJ,63.53,81.49
581,Maurice,Yitzhakov,1997-09-26 06:13:22.143596,Masculino,myitzhakovg4@hotmail.com,Não,270-595-3595,Não,Não,340-671-9459,Farwell,60861,Tijuca,205006-000,RJ,135.12,58.92
582,Marita,Corbishley,1982-06-15 06:13:22.143596,Feminino,mcorbishleyg5@gmail.com,Sim,651-279-9523,Sim,Não,756-488-4532,Welch,74179,Copacabana,220007-000,RJ,348.06,60.08
583,Kali,Hazle,1974-12-20 06:13:22.143596,Feminino,khazleg6@gmail.com,Sim,437-368-7358,Não,Não,323-635-6605,Steensland,6621,Tijuca,205005-000,RJ,154.95,11.35
584,Bridget,Pesic,1992-08-09 06:13:22.143596,Feminino,bpesicg7@hotmail.com,Não,979-108-9539,Não,Não,863-504-2374,Kenwood,9917,Copacabana,220002-000,RJ,444.36,71.42
585,Bree,McIlwain,1999-11-21 06:13:22.143596,Feminino,bmcilwaing8@hotmail.com,Não,820-333-7905,Não,Não,787-197-8427,Milwaukee,3,Copacabana,220004-000,RJ,325.04,7.19
586,Randie,Everist,1976-01-30 06:13:22.143596,Feminino,reveristg9@gmail.com,Sim,259-106-5818,Sim,Não,934-695-4258,Saint Paul,5989,Tijuca,205007-000,RJ,204.11,59.62
587,Pincas,Dunbobin,1981-10-25 06:13:22.143596,Masculino,pdunbobinga@gmail.com,Não,739-814-7435,Sim,Não,989-257-4167,Cardinal,546,Barra da Tijuca,226001-000,RJ,496.25,86.34
588,Rea,Bru,1993-02-24 06:13:22.143596,Feminino,rbrugb@hotmail.com,Sim,425-215-1196,Não,Não,629-222-9508,Kennedy,579,Copacabana,220002-000,RJ,490.56,32.11
589,Judy,Pawden,1993-06-10 06:13:22.143596,Outros,jpawdengc@hotmail.com,Sim,545-794-0626,Não,Não,266-822-9676,John Wall,549,Copacabana,220001-000,RJ,265.46,86.59
590,Barnard,Ghelardoni,1969-06-15 06:13:22.143596,Masculino,bghelardonigd@hotmail.com,Não,610-375-7287,Não,Não,979-858-8825,Thierer,9740,Barra da Tijuca,226004-000,RJ,125.55,48.98
591,Maxie,Jaffrey,1978-06-20 06:13:22.143596,Feminino,mjaffreyge@hotmail.com,Não,139-718-6346,Sim,Sim,715-535-4248,Westport,2,Barra da Tijuca,226001-000,RJ,354.73,89.87
592,Adeline,Beckett,1963-02-09 06:13:22.143596,Feminino,abeckettgf@gmail.com,Não,327-450-7901,Sim,Sim,194-659-5294,3rd,1104,Tijuca,205008-000,RJ,233.43,71.36
593,Kristofor,Barbrick,1965-07-05 06:13:22.143596,Masculino,kbarbrickgg@hotmail.com,Não,413-620-0573,Sim,Sim,294-236-3358,Stephen,4,Barra da Tijuca,226004-000,RJ,215.37,48.05
594,Von,Fanshaw,1987-07-13 06:13:22.143596,Masculino,vfanshawgh@hotmail.com,Não,510-702-9750,Sim,Não,592-500-7998,Walton,78746,Tijuca,205004-000,RJ,451.24,5.24
595,Bobette,Grealish,2000-09-10 06:13:22.143596,Feminino,bgrealishgi@gmail.com,Sim,982-467-3971,Sim,Sim,187-363-0148,Petterle,9707,Barra da Tijuca,226002-000,RJ,87.04,78.7
596,Yorgos,Climpson,1991-09-29 06:13:22.143596,Masculino,yclimpsongj@hotmail.com,Não,683-333-1364,Sim,Não,809-197-1526,Superior,84,Copacabana,220004-000,RJ,157.33,45.52
597,Ara,Houlahan,1964-06-17 06:13:22.143596,Masculino,ahoulahangk@gmail.com,Sim,725-275-3313,Não,Não,487-930-2601,Hallows,8268,Copacabana,220005-000,RJ,88.49,2.48
598,Katha,Macauley,1987-08-29 06:13:22.143596,Outros,kmacauleygl@hotmail.com,Sim,691-707-7546,Não,Não,236-381-0888,Bonner,9,Copacabana,220005-000,RJ,395.9,30.13
599,Nanette,Holsey,1966-05-04 06:13:22.143596,Feminino,nholseygm@hotmail.com,Não,241-520-6854,Não,Sim,840-962-3255,Vidon,47,Barra da Tijuca,226006-000,RJ,97.06,34.33
600,Dion,Sweating,1989-04-30 06:13:22.143596,Masculino,dsweatinggn@gmail.com,Não,917-402-0775,Não,Sim,787-763-8420,Hintze,8,Copacabana,220007-000,RJ,344.36,94.93
601,Kerwin,Bolsover,1982-01-29 06:13:22.143596,Masculino,kbolsovergo@hotmail.com,Não,765-732-8586,Sim,Sim,755-484-8224,Monica,252,Tijuca,205002-000,RJ,444.56,49.07
602,Karylin,Ocklin,1996-05-07 06:13:22.143596,Feminino,kocklingp@hotmail.com,Não,136-935-6878,Sim,Sim,133-335-1899,South,0,Copacabana,220009-000,RJ,351.46,32.26
603,Anthea,Jaycock,2006-11-13 06:13:22.143596,Feminino,ajaycockgq@hotmail.com,Sim,247-291-2666,Não,Não,955-456-7601,Forest Dale,28,Barra da Tijuca,226002-000,RJ,385.04,66.39
604,Rafaellle,Dawkins,1985-09-30 06:13:22.143596,Masculino,rdawkinsgr@hotmail.com,Não,726-869-8366,Sim,Sim,322-738-0905,Clyde Gallagher,108,Tijuca,205007-000,RJ,75.88,65.92
605,Aube,Petrecz,1986-08-11 06:13:22.143596,Masculino,apetreczgs@gmail.com,Sim,658-760-2316,Sim,Sim,621-314-5354,Logan,8,Barra da Tijuca,226008-000,RJ,437.58,75.55
606,Courtenay,Hubner,1965-01-19 06:13:22.143596,Outros,chubnergt@gmail.com,Não,389-826-0218,Sim,Sim,412-873-1572,Heath,0,Barra da Tijuca,226009-000,RJ,312.28,19.23
607,Anders,Whereat,1981-02-02 06:13:22.143596,Masculino,awhereatgu@hotmail.com,Sim,913-366-9270,Sim,Não,365-455-8612,Blackbird,15,Copacabana,220004-000,RJ,337.71,49.13
608,Elonore,Karadzas,1997-10-30 06:13:22.143596,Feminino,ekaradzasgv@gmail.com,Sim,171-790-9458,Não,Sim,761-641-3912,Vernon,69064,Tijuca,205007-000,RJ,104.37,85.61
609,Wilt,Antuoni,1960-09-15 06:13:22.143596,Masculino,wantuonigw@hotmail.com,Sim,885-117-7748,Não,Não,687-260-9565,Sullivan,1933,Copacabana,220001-000,RJ,196.24,46.68
610,Ravi,Halpin,1970-03-27 06:13:22.143596,Masculino,rhalpingx@gmail.com,Não,367-965-4401,Não,Não,132-482-8699,Forster,19315,Barra da Tijuca,226002-000,RJ,465.04,2.09
611,Juieta,Ivanshintsev,2006-12-09 06:13:22.143596,Feminino,jivanshintsevgy@gmail.com,Não,708-194-5660,Sim,Não,767-586-7319,Doe Crossing,1209,Barra da Tijuca,226008-000,RJ,219.91,50.84
612,Garald,McMichael,1991-11-26 06:13:22.143596,Masculino,gmcmichaelgz@hotmail.com,Não,655-390-8133,Não,Não,378-711-5698,Kingsford,5617,Tijuca,205004-000,RJ,230.29,70.66
613,Alyss,Daoust,1981-02-16 06:13:22.143596,Feminino,adaousth0@gmail.com,Sim,966-931-1241,Sim,Não,429-431-0634,Sugar,4505,Barra da Tijuca,226008-000,RJ,347.72,88.82
614,Marnia,Chew,1997-09-11 06:13:22.143596,Feminino,mchewh1@hotmail.com,Sim,997-630-3312,Sim,Sim,484-854-1201,Lakewood Gardens,7147,Tijuca,205004-000,RJ,136.31,46.79
615,Alfie,Callum,1988-07-06 06:13:22.143596,Feminino,acallumh2@gmail.com,Sim,100-575-1322,Não,Não,354-587-3147,Linden,2922,Barra da Tijuca,226008-000,RJ,350.3,14.08
616,Cymbre,Lambrick,2000-09-22 06:13:22.143596,Feminino,clambrickh3@gmail.com,Não,292-671-9426,Sim,Não,875-739-7973,Bluejay,657,Copacabana,220007-000,RJ,496.81,5.7
617,Gene,Warbeys,1983-07-01 06:13:22.143596,Masculino,gwarbeysh4@hotmail.com,Não,738-177-9746,Não,Não,276-410-9776,Elmside,35096,Copacabana,220005-000,RJ,58.2,80.79
618,Taber,Varney,1994-12-27 06:13:22.143596,Masculino,tvarneyh5@hotmail.com,Não,425-270-8066,Não,Não,919-156-9668,Carey,4,Copacabana,220005-000,RJ,439.17,54.09
619,Gregor,Wheeler,1971-04-27 06:13:22.143596,Masculino,gwheelerh6@gmail.com,Sim,568-778-7444,Não,Sim,872-713-8506,Homewood,6,Tijuca,205004-000,RJ,92.87,66.94
620,Missy,Kerr,2006-12-29 06:13:22.143596,Feminino,mkerrh7@gmail.com,Não,932-400-6159,Sim,Não,624-448-9177,Hermina,29391,Copacabana,220007-000,RJ,244.46,67.97
621,Tedmund,Ironmonger,1975-06-02 06:13:22.143596,Masculino,tironmongerh8@hotmail.com,Sim,565-279-5004,Não,Não,472-672-4852,Goodland,44,Tijuca,205005-000,RJ,227.56,81.91
622,Leela,Fellona,2000-08-28 06:13:22.143596,Feminino,lfellonah9@hotmail.com,Sim,468-572-4265,Não,Não,296-663-9482,Forest Run,7,Barra da Tijuca,226005-000,RJ,359.2,18.2
623,Cyndy,Doogan,1966-04-11 06:13:22.143596,Feminino,cdooganha@gmail.com,Não,810-747-8155,Sim,Sim,824-592-9918,Riverside,769,Tijuca,205006-000,RJ,471.72,85.65
624,Anatollo,Grimme,1984-09-27 06:13:22.143596,Masculino,agrimmehb@gmail.com,Sim,499-320-5762,Sim,Sim,118-315-2750,Crownhardt,8224,Copacabana,220003-000,RJ,422.04,55.51
625,Dotti,Bulter,1961-08-04 06:13:22.143596,Feminino,dbulterhc@hotmail.com,Não,930-323-4407,Sim,Sim,460-466-6237,Londonderry,59125,Tijuca,205006-000,RJ,248.99,16.83
626,Wolfie,Jakoub,1997-06-16 06:13:22.143596,Outros,wjakoubhd@gmail.com,Sim,977-367-4017,Sim,Sim,312-621-9144,Melby,9185,Barra da Tijuca,226003-000,RJ,343.01,15.28
627,Tobye,Liell,1967-10-07 06:13:22.143596,Feminino,tliellhe@gmail.com,Não,955-144-5985,Não,Sim,681-221-0084,Buhler,897,Copacabana,220005-000,RJ,323.2,69.88
628,Christian,Puttrell,1968-05-16 06:13:22.143596,Masculino,cputtrellhf@hotmail.com,Não,254-165-6771,Sim,Não,409-449-3734,Sherman,17,Tijuca,205008-000,RJ,291.23,56.02
629,George,McLagan,2004-01-23 06:13:22.143596,Masculino,gmclaganhg@gmail.com,Não,842-470-1701,Sim,Sim,511-873-1306,Bartillon,42,Tijuca,205006-000,RJ,322.08,16.92
630,Merrily,Knill,1972-03-14 06:13:22.143596,Feminino,mknillhh@gmail.com,Sim,804-434-3436,Não,Sim,251-215-3309,Superior,698,Copacabana,220003-000,RJ,115.6,4.42
631,Ellerey,Stairmond,1984-11-11 06:13:22.143596,Masculino,estairmondhi@hotmail.com,Não,414-905-5384,Sim,Não,351-928-4088,Portage,2231,Copacabana,220001-000,RJ,278.03,75.44
632,Garey,Smees,1970-10-29 06:13:22.143596,Masculino,gsmeeshj@hotmail.com,Não,846-291-1021,Sim,Sim,707-353-8584,Valley Edge,17,Barra da Tijuca,226001-000,RJ,394.13,34.56
633,Thom,Picopp,1964-09-29 06:13:22.143596,Masculino,tpicopphk@gmail.com,Sim,298-835-6094,Não,Sim,417-806-0863,Clarendon,4,Barra da Tijuca,226007-000,RJ,215.59,67.98
634,Gerome,Cattermull,1967-02-15 06:13:22.143596,Masculino,gcattermullhl@gmail.com,Não,185-363-8218,Sim,Sim,943-653-2583,Fair Oaks,9028,Tijuca,205007-000,RJ,358.51,29.41
635,Shayne,McCullum,1985-07-25 06:13:22.143596,Feminino,smccullumhm@hotmail.com,Sim,844-842-3029,Não,Não,258-758-2211,Vernon,12,Tijuca,205005-000,RJ,466.62,28.42
636,Bay,Pitkeathly,2007-06-25 06:13:22.143596,Masculino,bpitkeathlyhn@gmail.com,Não,861-666-7987,Sim,Não,762-176-2388,Swallow,26,Barra da Tijuca,226006-000,RJ,397.21,72.11
637,Constantine,McEwan,1977-05-19 06:13:22.143596,Masculino,cmcewanho@hotmail.com,Sim,639-258-2392,Sim,Sim,949-387-0876,Doe Crossing,81,Barra da Tijuca,226003-000,RJ,400.74,97.96
638,Tedman,Sinnat,2002-05-01 06:13:22.143596,Masculino,tsinnathp@hotmail.com,Não,599-127-2271,Não,Sim,713-475-7974,Troy,5,Barra da Tijuca,226007-000,RJ,50.68,24.01
639,Bradly,Rubinowitsch,1977-11-08 06:13:22.143596,Masculino,brubinowitschhq@hotmail.com,Não,772-391-6327,Sim,Sim,636-857-4501,Petterle,85915,Tijuca,205009-000,RJ,252.39,85.59
640,Katy,Grute,1990-01-01 06:13:22.143596,Feminino,kgrutehr@gmail.com,Sim,272-227-6422,Não,Não,875-868-3036,Arapahoe,4913,Copacabana,220006-000,RJ,123.8,2.71
641,Kristofor,Dowson,1989-12-11 06:13:22.143596,Masculino,kdowsonhs@hotmail.com,Sim,230-110-1274,Sim,Não,309-875-3908,Kipling,71271,Barra da Tijuca,226003-000,RJ,325.14,78.43
642,Moyra,Skein,1989-12-06 06:13:22.143596,Outros,mskeinht@gmail.com,Não,313-382-6293,Sim,Sim,866-422-7483,Algoma,82,Copacabana,220003-000,RJ,373.42,61.39
643,Mendy,Eberdt,1963-04-21 06:13:22.143596,Masculino,meberdthu@hotmail.com,Sim,413-637-6865,Não,Sim,955-807-7233,Thompson,76,Tijuca,205005-000,RJ,416.58,61.79
644,Perren,Monery,2000-06-20 06:13:22.143596,Masculino,pmoneryhv@hotmail.com,Não,740-637-0883,Não,Não,153-786-0285,Springview,40750,Barra da Tijuca,226006-000,RJ,187.24,36.62
645,Lorant,Dolman,1978-03-03 06:13:22.143596,Masculino,ldolmanhw@hotmail.com,Não,316-153-8800,Sim,Sim,465-581-0335,Ramsey,6277,Copacabana,220007-000,RJ,475.46,66.99
646,Nancie,Aldrick,1999-05-18 06:13:22.143596,Feminino,naldrickhx@gmail.com,Não,535-968-3122,Não,Não,791-561-0463,Harper,444,Copacabana,220002-000,RJ,232.55,8.79
647,Alfie,Tomeo,2006-11-25 06:13:22.143596,Masculino,atomeohy@gmail.com,Não,425-899-8230,Não,Não,615-895-5403,Brickson Park,3747,Tijuca,205008-000,RJ,479.68,77.94
648,Garvy,Methringham,2006-09-10 06:13:22.143596,Masculino,gmethringhamhz@gmail.com,Sim,904-651-4540,Sim,Sim,928-218-8357,Canary,15634,Barra da Tijuca,226001-000,RJ,411.85,90.87
649,Sollie,Trethewey,1980-03-30 06:13:22.143596,Masculino,stretheweyi0@gmail.com,Não,864-615-5154,Sim,Não,805-607-6409,Roth,1,Barra da Tijuca,226009-000,RJ,389.98,30.54
650,Geoffrey,Easbie,1977-03-02 06:13:22.143596,Masculino,geasbiei1@hotmail.com,Sim,438-253-7408,Não,Não,888-883-0339,Caliangt,598,Barra da Tijuca,226008-000,RJ,490.47,27.73
651,Rici,Joerning,1961-11-28 06:13:22.143596,Feminino,rjoerningi2@hotmail.com,Sim,760-908-1189,Não,Sim,765-790-7136,Clyde Gallagher,54580,Tijuca,205009-000,RJ,52.83,73.11
652,Vassily,Lodford,1968-01-04 06:13:22.143596,Masculino,vlodfordi3@gmail.com,Não,359-851-1656,Sim,Não,192-387-2153,Esch,9,Tijuca,205005-000,RJ,490.36,34.28
653,Fanny,Ghirardi,1994-05-02 06:13:22.143596,Feminino,fghirardii4@hotmail.com,Não,400-780-5681,Não,Sim,189-157-3927,Barby,7471,Tijuca,205007-000,RJ,327.71,84.33
654,Silvana,Louw,2005-02-21 06:13:22.143596,Feminino,slouwi5@gmail.com,Não,838-484-1588,Não,Sim,940-403-1796,Hansons,5159,Barra da Tijuca,226001-000,RJ,296.19,71.41
655,Faun,Kellie,1978-12-26 06:13:22.143596,Feminino,fkelliei6@gmail.com,Sim,681-855-8403,Não,Não,461-939-9052,Kingsford,1,Copacabana,220006-000,RJ,188.03,76.07
656,Bethanne,Stapleton,1991-11-19 06:13:22.143596,Feminino,bstapletoni7@hotmail.com,Não,257-897-3202,Não,Sim,139-858-8183,Jackson,892,Copacabana,220002-000,RJ,248.75,83.38
657,Rodolphe,Filtness,1993-05-27 06:13:22.143596,Masculino,rfiltnessi8@hotmail.com,Não,917-451-9417,Não,Não,172-329-2890,Mallard,9332,Tijuca,205008-000,RJ,144.84,96.05
658,Gladys,Dauby,1981-06-14 06:13:22.143596,Feminino,gdaubyi9@hotmail.com,Sim,613-424-7509,Sim,Não,635-468-1133,Troy,80,Barra da Tijuca,226007-000,RJ,91.49,47.88
659,Tarah,Dillistone,1972-05-13 06:13:22.143596,Feminino,tdillistoneia@hotmail.com,Não,126-474-1219,Não,Não,141-997-3567,Briar Crest,42,Copacabana,220007-000,RJ,267.88,45.44
660,Daniel,Birts,1969-08-28 06:13:22.143596,Masculino,dbirtsib@gmail.com,Sim,845-706-3637,Sim,Sim,699-750-6652,Arrowood,88,Tijuca,205001-000,RJ,241.58,42.75
661,Uriel,Hassewell,1976-12-13 06:13:22.143596,Masculino,uhassewellic@hotmail.com,Sim,816-981-3429,Sim,Sim,896-545-9242,Muir,8337,Copacabana,220004-000,RJ,76.72,6.47
662,Claybourne,Dei,1977-02-23 06:13:22.143596,Masculino,cdeiid@hotmail.com,Sim,569-292-6990,Não,Sim,651-156-8769,Northland,21,Tijuca,205006-000,RJ,385.28,49.8
663,Laura,Keep,1992-06-22 06:13:22.143596,Feminino,lkeepie@hotmail.com,Sim,945-356-8444,Não,Não,145-809-7982,Anderson,15817,Barra da Tijuca,226007-000,RJ,483.83,20.53
664,Randall,Birden,1993-12-07 06:13:22.143596,Masculino,rbirdenif@gmail.com,Não,226-355-0467,Não,Sim,254-707-7315,Oak Valley,5,Copacabana,220004-000,RJ,62.3,92.84
665,D'arcy,Tremblet,1994-04-13 06:13:22.143596,Masculino,dtrembletig@gmail.com,Não,566-977-6362,Não,Sim,117-846-1406,Banding,55849,Barra da Tijuca,226009-000,RJ,460.93,19.03
666,Pammi,Jagels,2004-04-21 06:13:22.143596,Feminino,pjagelsih@hotmail.com,Não,823-769-7223,Não,Sim,492-433-1552,Anderson,49,Tijuca,205003-000,RJ,280.92,48.71
667,Flor,Haliday,1992-03-01 06:13:22.143596,Feminino,fhalidayii@gmail.com,Não,996-488-9889,Não,Não,394-576-8302,East,8,Tijuca,205007-000,RJ,251.59,31.21
668,Sigismund,Dansie,1971-03-06 06:13:22.143596,Masculino,sdansieij@hotmail.com,Não,626-440-8951,Não,Não,538-290-7126,Surrey,90,Copacabana,220009-000,RJ,361.42,96.64
